Id,Category
812,4
813,1
814,4
815,3
816,1
817,2
818,2
819,3
820,1
821,1
822,1
823,2
824,3
825,2
826,1
827,3
828,4
829,1
830,1
831,2
832,1
833,2
834,2
835,3
836,1
837,2
838,1
839,2
840,4
841,1
842,1
843,0
844,1
845,1
846,2
847,3
848,0
849,1
850,2
851,1
852,3
853,1
854,1
855,0
856,3
857,1
858,1
859,1
860,3
861,1
862,1
863,2
864,1
865,1
866,3
867,2
868,2
869,1
870,1
871,3
872,2
873,1
874,2
875,0
876,2
877,2
878,3
879,1
880,1
881,3
882,2
883,2
884,2
885,1
886,2
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,0
896,1
897,1
898,1
899,1
900,2
901,1
902,2
903,1
904,2
905,1
906,2
907,3
908,2
909,1
910,1
911,2
912,1
913,1
914,3
915,1
916,1
917,1
918,3
919,1
920,1
921,1
922,2
923,2
924,0
925,4
926,1
927,1
928,1
929,1
930,1
931,2
932,2
933,0
934,3
935,1
936,2
937,4
938,2
939,1
940,3
941,4
942,2
943,1
944,1
945,1
946,2
947,1
948,2
949,1
950,0
951,1
952,1
953,1
954,1
955,1
956,3
957,1
958,1
959,1
960,2
961,1
962,1
963,0
964,1
965,1
966,1
967,1
968,1
969,2
970,1
971,2
972,1
973,1
974,1
975,0
976,2
977,1
978,1
979,2
980,1
981,3
982,1
983,1
984,3
985,3
986,4
987,1
988,1
989,3
990,1
991,1
992,1
993,2
994,2
995,1
996,4
997,3
998,3
999,1
1000,1
1001,3
1002,4
1003,1
1004,1
1005,1
1006,1
1007,1
1008,2
1009,1
1010,1
1011,2
1012,3
1013,4
1014,1
1015,3
1016,1
1017,1
1018,2
1019,2
1020,4
1021,3
1022,1
1023,2
1024,1
1025,2
1026,2
1027,2
1028,1
1029,1
1030,1
1031,1
1032,1
1033,2
1034,1
1035,1
1036,3
1037,1
1038,1
1039,1
1040,3
1041,1
1042,2
1043,2
1044,1
1045,1
1046,2
1047,1
1048,2
1049,4
1050,1
1051,1
1052,1
1053,1
1054,3
1055,1
1056,4
1057,2
1058,2
1059,1
1060,4
1061,1
1062,3
1063,3
1064,1
1065,1
1066,2
1067,1
1068,1
1069,1
1070,0
1071,3
1072,1
1073,2
1074,0
1075,2
1076,2
1077,0
1078,1
1079,3
1080,2
1081,0
1082,2
1083,1
1084,2
1085,3
1086,1
1087,1
1088,2
1089,2
1090,1
1091,3
1092,3
1093,3
1094,2
1095,1
1096,3
1097,1
1098,1
1099,1
1100,1
1101,3
1102,1
1103,2
1104,4
1105,1
1106,1
1107,3
1108,2
1109,2
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,2
1121,2
1122,3
1123,1
1124,2
1125,3
1126,3
1127,4
1128,3
1129,3
1130,1
1131,0
1132,2
1133,1
1134,2
1135,3
1136,1
1137,2
1138,4
1139,1
1140,3
1141,1
1142,2
1143,1
1144,1
1145,1
1146,2
1147,1
1148,1
1149,1
1150,1
1151,1
1152,2
1153,0
1154,1
1155,2
1156,0
1157,1
1158,2
1159,3
1160,1
1161,1
1162,1
1163,1
1164,1
1165,4
1166,1
1167,2
1168,1
1169,3
1170,0
1171,1
1172,1
1173,1
1174,0
1175,2
1176,1
1177,1
1178,2
1179,1
1180,1
1181,4
1182,1
1183,1
1184,1
1185,3
1186,1
1187,3
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,2
1196,2
1197,1
1198,1
1199,1
1200,2
1201,3
1202,1
1203,2
1204,3
1205,2
1206,2
1207,1
1208,1
1209,2
1210,2
1211,0
1212,1
1213,3
1214,2
1215,1
1216,2
1217,0
1218,2
1219,1
1220,3
1221,3
1222,2
1223,1
1224,1
1225,2
1226,2
1227,1
1228,1
1229,2
1230,1
1231,2
1232,1
1233,3
1234,1
1235,2
1236,3
1237,1
1238,1
1239,1
1240,1
1241,3
1242,1
1243,2
1244,4
1245,3
1246,2
1247,2
1248,1
1249,2
1250,1
1251,3
1252,3
1253,1
1254,1
1255,0
1256,4
1257,1
1258,1
1259,3
1260,1
1261,3
1262,2
1263,2
1264,2
1265,2
1266,1
1267,1
1268,2
1269,1
1270,1
1271,1
1272,1
1273,2
1274,1
1275,1
1276,2
1277,1
1278,2
1279,1
1280,1
1281,1
1282,3
1283,2
1284,3
1285,1
1286,1
1287,0
1288,2
1289,1
1290,2
1291,0
1292,1
1293,1
1294,1
1295,2
1296,1
1297,2
1298,3
1299,1
1300,2
1301,1
1302,1
1303,1
1304,1
1305,2
1306,1
1307,1
1308,2
1309,1
1310,2
1311,4
1312,1
1313,1
1314,1
1315,2
1316,1
1317,3
1318,1
1319,4
1320,1
1321,2
1322,1
1323,1
1324,2
1325,2
1326,1
1327,3
1328,3
1329,4
1330,1
1331,4
1332,2
1333,1
1334,1
1335,1
1336,2
1337,1
1338,1
1339,2
1340,3
1341,4
1342,3
1343,2
1344,1
1345,2
1346,1
1347,1
1348,2
1349,1
1350,1
1351,1
1352,1
1353,3
1354,2
1355,1
1356,1
1357,1
1358,2
1359,0
1360,1
1361,2
1362,2
1363,2
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,2
1372,4
1373,1
1374,1
1375,1
1376,2
1377,1
1378,1
1379,1
1380,1
1381,1
1382,2
1383,3
1384,1
1385,1
1386,4
1387,2
1388,0
1389,1
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,2
1397,1
1398,2
1399,2
1400,2
1401,3
1402,1
1403,1
1404,1
1405,3
1406,2
1407,1
1408,4
1409,0
1410,1
1411,1
1412,4
1413,3
1414,2
1415,3
1416,1
1417,3
1418,1
1419,1
1420,1
1421,0
1422,1
1423,3
1424,2
1425,0
1426,0
1427,1
1428,1
1429,3
1430,1
1431,1
1432,1
1433,2
1434,1
1435,1
1436,1
1437,2
1438,2
1439,4
1440,1
1441,2
1442,1
1443,4
1444,2
1445,1
1446,2
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,2
1461,1
1462,1
1463,3
1464,2
1465,1
1466,1
1467,2
1468,1
1469,1
1470,2
1471,2
1472,2
1473,1
1474,1
1475,0
1476,2
1477,2
1478,2
1479,2
1480,3
1481,1
1482,4
1483,1
1484,2
1485,3
1486,2
1487,1
1488,1
1489,1
1490,0
1491,1
1492,3
1493,1
1494,1
1495,1
1496,2
1497,1
1498,1
1499,1
1500,3
1501,1
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,2
1511,1
1512,1
1513,0
1514,1
1515,2
1516,1
1517,1
1518,1
1519,2
1520,1
1521,0
1522,0
1523,2
1524,2
1525,2
1526,2
1527,2
1528,2
1529,1
1530,0
1531,4
1532,3
1533,2
1534,1
1535,0
1536,1
1537,2
1538,1
1539,2
1540,2
1541,2
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,1
1549,1
1550,2
1551,1
1552,2
1553,2
1554,1
1555,2
1556,1
1557,1
1558,4
1559,3
1560,1
1561,1
1562,2
1563,4
1564,1
1565,1
1566,4
1567,2
1568,1
1569,2
1570,4
1571,2
1572,1
1573,1
1574,4
1575,1
1576,0
1577,2
1578,1
1579,1
1580,1
1581,2
1582,4
1583,1
1584,1
1585,2
1586,3
1587,1
1588,2
1589,1
1590,1
1591,1
1592,1
1593,2
1594,1
1595,4
1596,2
1597,1
1598,1
1599,3
1600,3
1601,4
1602,1
1603,2
1604,1
1605,1
1606,1
1607,1
1608,3
1609,1
1610,1
1611,2
1612,1
1613,3
1614,3
1615,1
1616,1
1617,4
1618,1
1619,1
1620,1
1621,3
1622,1
1623,2
1624,1
1625,1
1626,1
1627,3
1628,2
1629,1
1630,0
1631,1
1632,3
1633,1
1634,1
1635,1
1636,1
1637,2
1638,1
1639,1
1640,2
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,4
1648,1
1649,1
1650,4
1651,1
1652,1
1653,1
1654,2
1655,1
1656,2
1657,1
1658,1
1659,2
1660,3
1661,3
1662,2
1663,2
1664,1
1665,2
1666,1
1667,4
1668,1
1669,1
1670,0
1671,4
1672,3
1673,2
1674,0
1675,3
1676,1
1677,1
1678,2
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,4
1686,1
1687,3
1688,1
1689,0
1690,1
1691,3
1692,1
1693,3
1694,1
1695,1
1696,1
1697,1
1698,3
1699,2
1700,1
1701,1
1702,1
1703,0
1704,1
1705,2
1706,1
1707,1
1708,3
1709,1
1710,2
1711,1
1712,1
1713,2
1714,1
1715,2
1716,1
1717,1
1718,1
1719,1
1720,1
1721,1
1722,3
1723,1
1724,1
1725,2
1726,1
1727,2
1728,2
1729,3
1730,1
1731,3
1732,0
1733,1
1734,4
1735,0
1736,2
1737,2
1738,1
1739,2
1740,1
1741,2
1742,2
1743,1
1744,1
1745,2
1746,1
1747,4
1748,1
1749,1
1750,1
1751,1
1752,2
1753,3
1754,4
1755,1
1756,3
1757,2
1758,2
1759,1
1760,3
1761,1
1762,2
1763,1
1764,0
1765,0
1766,2
1767,1
1768,1
1769,1
1770,1
1771,2
1772,1
1773,1
1774,0
1775,1
1776,2
1777,4
1778,1
1779,1
1780,3
1781,2
1782,2
1783,1
1784,1
1785,1
1786,1
1787,3
1788,1
1789,2
1790,1
1791,1
1792,1
1793,1
1794,1
1795,1
1796,1
1797,4
1798,1
1799,2
1800,1
1801,2
1802,1
1803,2
1804,3
1805,0
1806,4
1807,2
1808,1
1809,2
1810,1
1811,4
1812,3
1813,2
1814,2
1815,2
1816,4
1817,1
1818,1
1819,2
1820,2
1821,1
1822,1
1823,3
1824,1
1825,4
1826,1
1827,1
1828,1
1829,1
1830,1
1831,2
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,2
1839,1
1840,1
1841,3
1842,1
1843,2
1844,1
1845,1
1846,1
1847,3
1848,2
1849,1
1850,2
1851,1
1852,1
1853,2
1854,2
1855,1
1856,1
1857,1
1858,3
1859,1
1860,3
1861,3
1862,3
1863,3
1864,1
1865,1
1866,3
1867,2
1868,3
1869,3
1870,0
1871,1
1872,1
1873,4
1874,2
1875,0
1876,1
1877,2
1878,2
1879,1
1880,1
1881,1
1882,1
1883,1
1884,2
1885,0
1886,2
1887,0
1888,1
1889,1
1890,1
1891,1
1892,2
1893,1
1894,1
1895,2
1896,1
1897,3
1898,1
1899,2
1900,2
1901,2
1902,3
1903,1
1904,1
1905,4
1906,2
1907,1
1908,1
1909,0
1910,4
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,2
1919,1
1920,2
1921,2
1922,1
1923,2
1924,1
1925,1
1926,1
1927,2
1928,2
1929,2
1930,1
1931,2
1932,1
1933,1
1934,2
1935,2
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,3
1944,2
1945,4
1946,4
1947,1
1948,4
1949,1
1950,1
1951,1
1952,1
1953,1
1954,2
1955,2
1956,1
1957,1
1958,2
1959,1
1960,1
1961,1
1962,2
1963,1
1964,2
1965,4
1966,2
1967,3
1968,1
1969,1
1970,1
1971,1
1972,1
1973,4
1974,1
1975,3
1976,0
1977,1
1978,1
1979,1
1980,0
1981,3
1982,2
1983,3
1984,1
1985,1
1986,1
1987,3
1988,0
1989,2
1990,2
1991,2
1992,2
1993,3
1994,4
1995,1
1996,1
1997,2
1998,2
1999,1
2000,1
2001,2
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,2
2009,3
2010,2
2011,1
2012,4
2013,2
2014,1
2015,1
2016,2
2017,1
2018,1
2019,2
2020,1
2021,1
2022,1
2023,2
2024,1
2025,2
2026,1
2027,2
2028,0
2029,1
2030,1
2031,4
2032,3
2033,2
2034,1
2035,1
2036,1
2037,3
2038,1
2039,0
2040,4
2041,1
2042,1
2043,2
2044,1
2045,1
2046,2
2047,0
2048,1
2049,2
2050,3
2051,3
2052,2
2053,1
2054,1
2055,3
2056,1
2057,4
2058,0
2059,1
2060,1
2061,2
2062,1
2063,1
2064,2
2065,2
2066,1
2067,2
2068,1
2069,1
2070,1
2071,2
2072,1
2073,3
2074,1
2075,3
2076,1
2077,1
2078,1
2079,1
2080,2
2081,2
2082,2
2083,2
2084,2
2085,3
2086,1
2087,1
2088,2
2089,3
2090,3
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,2
2098,4
2099,1
2100,1
2101,1
2102,1
2103,0
2104,1
2105,1
2106,2
2107,2
2108,1
2109,1
2110,3
2111,1
2112,3
2113,1
2114,2
2115,1
2116,2
2117,0
2118,4
2119,3
2120,1
2121,1
2122,1
2123,4
2124,2
2125,2
2126,1
2127,1
2128,3
2129,2
2130,1
2131,1
2132,1
2133,1
2134,3
2135,1
2136,1
2137,1
2138,0
2139,0
2140,2
2141,1
2142,2
2143,3
2144,4
2145,3
2146,1
2147,1
2148,1
2149,0
2150,2
2151,2
2152,2
2153,3
2154,2
2155,3
2156,2
2157,1
2158,1
2159,3
2160,1
2161,2
2162,1
2163,2
2164,1
2165,1
2166,2
2167,1
2168,2
2169,3
2170,1
2171,3
2172,2
2173,2
2174,3
2175,1
2176,1
2177,2
2178,2
2179,1
2180,3
2181,2
2182,2
2183,3
2184,3
2185,1
2186,1
2187,2
2188,1
2189,1
2190,1
2191,2
2192,1
2193,2
2194,1
2195,4
2196,4
2197,1
2198,1
2199,2
2200,1
2201,1
2202,2
2203,2
2204,2
2205,1
2206,3
2207,1
2208,3
2209,1
2210,3
2211,4
2212,1
2213,2
2214,2
2215,1
2216,1
2217,1
2218,2
2219,4
2220,0
2221,2
2222,1
2223,2
2224,2
2225,1
2226,3
2227,1
2228,1
2229,2
2230,2
2231,1
2232,1
2233,1
2234,1
2235,2
2236,2
2237,1
2238,2
2239,2
2240,2
2241,4
2242,1
2243,1
2244,0
2245,2
2246,4
2247,2
2248,1
2249,2
2250,1
2251,2
2252,2
2253,1
2254,3
2255,2
2256,2
2257,3
2258,1
2259,1
2260,2
2261,1
2262,2
2263,3
2264,1
2265,3
2266,2
2267,1
2268,2
2269,0
2270,2
2271,1
2272,2
2273,4
2274,4
2275,1
2276,1
2277,3
2278,2
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,2
2286,3
2287,1
2288,0
2289,1
2290,4
2291,0
2292,3
2293,3
2294,2
2295,0
2296,1
2297,1
2298,1
2299,1
2300,1
2301,2
2302,3
2303,1
2304,3
2305,1
2306,4
2307,1
2308,2
2309,2
2310,4
2311,1
2312,1
2313,1
2314,2
2315,2
2316,1
2317,1
2318,4
2319,2
2320,1
2321,3
2322,1
2323,1
2324,2
2325,1
2326,1
2327,1
2328,2
2329,4
2330,2
2331,1
2332,2
2333,4
2334,0
2335,2
2336,2
2337,2
2338,2
2339,2
2340,1
2341,1
2342,2
2343,1
2344,1
2345,1
2346,1
2347,2
2348,1
2349,1
2350,1
2351,3
2352,1
2353,1
2354,1
2355,1
2356,1
2357,1
2358,2
2359,1
2360,0
2361,1
2362,3
2363,2
2364,3
2365,1
2366,1
2367,4
2368,1
2369,1
2370,1
2371,0
2372,1
2373,1
2374,4
2375,2
2376,1
2377,1
2378,1
2379,3
2380,2
2381,1
2382,3
2383,3
2384,2
2385,1
2386,1
2387,2
2388,3
2389,1
2390,2
2391,2
2392,3
2393,1
2394,2
2395,2
2396,1
2397,1
2398,1
2399,1
2400,1
2401,2
2402,1
2403,4
2404,2
2405,4
2406,1
2407,1
2408,3
2409,1
2410,1
2411,4
2412,2
2413,1
2414,2
2415,1
2416,2
2417,1
2418,1
2419,2
2420,1
2421,4
2422,3
2423,1
2424,1
2425,2
2426,4
2427,1
2428,2
2429,1
2430,2
2431,1
2432,2
2433,1
2434,2
2435,1
2436,1
2437,4
2438,3
2439,1
2440,2
2441,2
2442,2
2443,4
2444,2
2445,4
2446,3
2447,1
2448,3
2449,1
2450,2
2451,1
2452,4
2453,2
2454,2
2455,2
2456,2
2457,2
2458,0
2459,1
2460,3
2461,4
2462,1
2463,1
2464,1
2465,4
2466,1
2467,1
2468,1
2469,1
2470,2
2471,1
2472,4
2473,4
2474,2
2475,3
2476,1
2477,4
2478,4
2479,2
2480,2
2481,1
2482,1
2483,1
2484,3
2485,1
2486,1
2487,1
2488,1
2489,1
2490,3
2491,1
2492,4
2493,1
2494,1
2495,1
2496,2
2497,1
2498,2
2499,4
2500,3
2501,1
2502,1
2503,2
2504,3
2505,3
2506,2
2507,1
2508,1
2509,1
2510,1
2511,2
2512,1
2513,1
2514,1
2515,3
2516,2
2517,1
2518,3
2519,4
2520,4
2521,4
2522,2
2523,1
2524,2
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,2
2532,1
2533,1
2534,1
2535,4
2536,3
2537,2
2538,2
2539,2
2540,1
2541,1
2542,3
2543,3
2544,1
2545,1
2546,2
2547,1
2548,1
2549,0
2550,1
2551,3
2552,0
2553,1
2554,2
2555,2
2556,4
2557,3
2558,1
2559,1
2560,1
2561,4
2562,1
2563,1
2564,1
2565,3
2566,3
2567,1
2568,2
2569,2
2570,1
2571,3
2572,4
2573,1
2574,2
2575,3
2576,1
2577,1
2578,2
2579,3
2580,1
2581,1
2582,1
2583,1
2584,2
2585,1
2586,2
2587,2
2588,2
2589,1
2590,3
2591,4
2592,2
2593,1
2594,3
2595,1
2596,1
2597,3
2598,2
2599,3
2600,1
2601,3
2602,1
2603,3
2604,2
2605,2
2606,1
2607,0
2608,1
2609,1
2610,2
2611,1
2612,2
2613,1
2614,3
2615,1
2616,3
2617,1
2618,4
2619,2
2620,3
2621,1
2622,3
2623,2
2624,1
2625,1
2626,4
2627,2
2628,1
2629,1
2630,1
2631,1
2632,2
2633,1
2634,1
2635,2
2636,0
2637,1
2638,1
2639,3
2640,1
2641,0
2642,2
2643,2
2644,3
2645,2
2646,1
2647,2
2648,0
2649,2
2650,2
2651,1
2652,1
2653,1
2654,2
2655,3
2656,3
2657,4
2658,2
2659,1
2660,1
2661,1
2662,2
2663,3
2664,1
2665,4
2666,1
2667,1
2668,1
2669,2
2670,3
2671,2
2672,2
2673,1
2674,1
2675,2
2676,2
2677,2
2678,4
2679,1
2680,2
2681,1
2682,1
2683,1
2684,1
2685,1
2686,0
2687,2
2688,1
2689,2
2690,1
2691,1
2692,2
2693,1
2694,1
2695,3
2696,2
2697,1
2698,2
2699,4
2700,1
2701,1
2702,3
2703,3
2704,4
2705,2
2706,1
2707,1
2708,1
2709,0
2710,1
2711,4
2712,1
2713,1
2714,3
2715,0
2716,1
2717,3
2718,1
2719,1
2720,4
2721,1
2722,0
2723,2
2724,1
2725,1
2726,1
2727,2
2728,1
2729,2
2730,1
2731,1
2732,1
2733,1
2734,2
2735,3
2736,3
2737,2
2738,1
2739,2
2740,1
2741,1
2742,4
2743,1
2744,1
2745,1
2746,1
2747,3
2748,1
2749,1
2750,3
2751,2
2752,2
2753,1
2754,3
2755,1
2756,3
2757,2
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,2
2765,2
2766,1
2767,1
2768,2
2769,2
2770,2
2771,0
2772,1
2773,2
2774,2
2775,3
2776,2
2777,1
2778,2
2779,0
2780,4
2781,1
2782,2
2783,2
2784,3
2785,2
2786,1
2787,1
2788,1
2789,3
2790,3
2791,1
2792,2
2793,2
2794,2
2795,2
2796,1
2797,1
2798,3
2799,1
2800,0
2801,2
2802,1
2803,1
2804,2
2805,1
2806,3
2807,1
2808,1
2809,1
2810,3
2811,3
2812,2
2813,1
2814,1
2815,1
2816,3
2817,1
2818,0
2819,1
2820,2
2821,1
2822,2
2823,2
2824,2
2825,3
2826,1
2827,1
2828,4
2829,2
2830,1
2831,1
2832,1
2833,1
2834,2
2835,2
2836,1
2837,1
2838,1
2839,1
2840,4
2841,2
2842,2
2843,1
2844,4
2845,4
2846,1
2847,4
2848,1
2849,1
2850,1
2851,1
2852,2
2853,1
2854,1
2855,4
2856,1
2857,2
2858,1
2859,1
2860,1
2861,0
2862,2
2863,2
2864,1
2865,1
2866,4
2867,2
2868,3
2869,1
2870,3
2871,1
2872,1
2873,2
2874,2
2875,0
2876,1
2877,1
2878,4
2879,2
2880,1
2881,1
2882,1
2883,2
2884,2
2885,2
2886,3
2887,2
2888,4
2889,1
2890,0
2891,3
2892,3
2893,1
2894,3
2895,3
2896,1
2897,1
2898,3
2899,4
2900,3
2901,1
2902,1
2903,3
2904,0
2905,4
2906,2
2907,1
2908,1
2909,1
2910,1
2911,3
2912,3
2913,1
2914,1
2915,2
2916,1
2917,2
2918,1
2919,2
2920,2
2921,1
2922,1
2923,2
2924,2
2925,0
2926,2
2927,2
2928,1
2929,1
2930,1
2931,1
2932,2
2933,2
2934,1
2935,1
2936,2
2937,1
2938,2
2939,1
2940,1
2941,3
2942,1
2943,3
2944,2
2945,1
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,2
2954,4
2955,1
2956,1
2957,1
2958,1
2959,2
2960,2
2961,4
2962,1
2963,2
2964,2
2965,1
2966,1
2967,1
2968,3
2969,2
2970,1
2971,2
2972,1
2973,3
2974,1
2975,1
2976,3
2977,1
2978,1
2979,4
2980,1
2981,1
2982,1
2983,1
2984,2
2985,1
2986,3
2987,1
2988,1
2989,0
2990,1
2991,3
2992,1
2993,0
2994,0
2995,3
2996,0
