Id,Text,Category
894,CÃ³Å¼ mÃ³wi Wasza KrÃ³lewska MoÅ›Ä‡ na sprawiedliwe Moje Å¼Ä…danie,4
938,Ale przecieÅ¼ telegram przyszedÅ‚ wÅ‚aÅ›nie z WÅ‚adywostoku No i jeszcze,4
948,Wiesz o jakim,4
962,O to siÄ™ nie obawiam â€“ Moja przyjaciÃ³ka ma zbyt,4
979,DokÄ…d idziesz,4
999,Gdzie jaka,4
1003,Wszyscy leÅ¼Ä… skryci w rowie niedaleko dÄ™bu Herna z przyÄ‡mionymi,4
1017,Sam pÃ³jdÄ™ do prokuratora i bÄ™dÄ™ go prosiÅ‚ o wydanie,4
1042,Niepodobna go oderwaÄ‡ od pogorzeliska,4
1070,Jak spokojnie ja sobie flaki wypruwam dla Ciebie a Ty,4
1100,â€žNasennyâ€ znaczy â€žsprawia Å¼e komuÅ› chce siÄ™ spaÄ‡â€,4
1121,Nie wiem Victor mi to daÅ‚ aleâ€¦,4
1145,Tak niech mi dobrze siÄ™ wiedzie jak szczerze PrzysiÄ™gam na,4
1150,Przesadzasz Wtedy chcieli nas do tego zmusiÄ‡ a teraz robimy,4
1158,Kamyk Kamyk Co widziaÅ‚eÅ› w tym no w kasku,4
1166,Co wy moÅ¼ecie o tym wszystkim wiedzieÄ‡ Nie znacie wartkich,4
1170,PiÄ™kny Jak ekran,4
1178,Ciocia myÅ›li Å¼e jest nieÅ›miertelna Ja byÅ‚am szczepiona na wszystkie,4
1197,Czujesz ten bÃ³l Jest taki tÄ™py nieznoÅ›ny szarpie ci mÃ³zg,4
1250,WolaÅ‚byÅ› jednak Å›niadanie z nieprzyjaciÃ³Å‚ zÅ‚oÅ¼one niÅ¼ obiad z przyjaciÃ³Å‚,4
1253,PodsÅ‚uchiwaÅ‚aÅ›,4
1264,Tak wiÄ™c przyjacielu RÄ…k jej do lutni wÅ‚oÅ¼yÄ‡ nie potrafisz,4
1313,Ale bÄ™dzie nie Wszystkich pokaÅ¼Ä… kto tu tylko przyjdzie to,4
1332,A co sam mam piÄ‡,4
1360,Wielki BoÅ¼e,4
1395,Will you not stay all night with me Sir,4
1397,Ty masz chyba jakÄ…Å› obsesjÄ™ na punkcie Klaudii,4
1458,Nie wiem przed chwilÄ… przyszÅ‚am,4
1477,Kuba Klaudia odchodzi z miejsca spotkania Po chwili przybiega tam,4
1491,Nie wiem Jedyne czego bym chciaÅ‚a to pomÃ³c ci Ale,4
1524,Przepraszam,4
1544,NaprawdÄ™ bardzo mi przykro,4
1577,PrzestaÅ„ budowaÄ‡ swoje iluzje na temat mojego Å¼ycia Moje Å¼ycie,4
1594,Nie musi pan przepraszaÄ‡ Wiem Å¼e nie malujÄ™ najlepiej Ale,4
1599,Raczej nie mogÅ‚a go pani znaÄ‡,4
1601,A pewnie O coÅ› spytam,4
1622,ÅšciÄ…Ä‡ â€“ ÅšciÄ…Ä‡ mi gÅ‚owÄ™,4
1633,Lepiej bÄ™dzie â€“ lepiej â€“,4
1655,Åšpiewam tylko archanioÅ‚om WÅ‚aÅ›nie Gdzie baner dla archanioÅ‚a DoÅ‚Ä™gi,4
1683,Nawet w piekle poznaÅ‚abym ten Å›miech ChodziliÅ›my razem do liceum,4
1715,DzieÅ„ dobry witam was dzieci Ojej nie trzeba byÅ‚o,4
1719,Mam nie mam,4
1730,A wiÄ™c do wiosny Niech paÅ„stwo wychodzÄ… Do zobaczyska,4
1731,Bo jaâ€¦ trochÄ™ tej ksiÄ…Å¼ki to nie mamâ€¦,4
1755,ZapomniaÅ‚em Zalatany jestem zupeÅ‚nie wypadÅ‚o mi z gÅ‚owy SpotkaliÅ›my siÄ™,4
1760,CaÅ‚e Å¼ycie ze mnÄ… i teraz takâ€¦ Te ordynarne krzyki,4
1768,Jak miÅ‚o Å¼e mi o tym mÃ³wisz,4
1832,WÅ‚aÅ›nie dlatego to powiedziaÅ‚ Tacy juÅ¼ sÄ… ludzie,4
1859,SÄ…dzÄ™ Å¼e wolno mi jest jeszcze mÃ³wiÄ‡,4
1884,Nie moÅ¼ecie mi nic udowodniÄ‡,4
1942,Na Å‚ysÄ… czaszkÄ™ opasÅ‚ego mnicha Co z Robin Hoodem wÅ‚Ã³czyÅ‚,4
1964,Give me four,4
1975,John pÃ³Åºniej opowiesz mi o tym pogrzebie Saszo Saszo Saszo,4
1985,Nie wcale mnie to nie ucieszy Twoje szczÄ™Å›cie staÅ‚o siÄ™,4
2014,A CÃ³Å¼bym ja tam,4
2022,Szlachetny ojcze skargi twe daremne Trybuni wyszli twych bÅ‚agaÅ„ nie,4
2032,My father is sultan of OuaoubÃ©e,4
2040,Gdzie oko twoje zwyczajne sÅ‚oÅ„cu niedowidzi tam duch mÃ³j stÄ…paÄ‡,4
2095,PÃ³Åºniej pÃ³Åºniej JeÅ›libyÅ›my zÅ‚Ä…czyli nasze majÄ…tki trzymamy caÅ‚y powiat w,4
2172,Ocho ho mÄ…drala z ciebie Dlaczego ty Kris nie zostaniesz,4
2196,ChciaÅ‚am sprÃ³bowaÄ‡ Å¼eby tak jakâ€¦ PrzecieÅ¼ w filmach ludzie robiÄ…,4
2214,Nie mÃ³w tak bo jakaÅ› cienka szybka tylko oddziela mnie,4
2234,Powiedz coÅ› jeszcze,4
2244,DziÄ™kujÄ™ StudiowaÅ‚ pan literaturÄ™ angielskÄ…,4
2265,Nie co ty Widzimy siÄ™ jutro w szkole nie,4
2311,JakiÅ› ty siÄ™ zrobiÅ‚ nudny Dawniej chociaÅ¼ filozofowaÅ‚eÅ› a teraz,4
2335,Jakie kÅ‚opoty,4
2337,Tak mi daj BoÅ¼e szczÄ™Å›cie jak prawdziwÄ… MiÅ‚oÅ›Ä‡ przysiÄ™gam,4
2345,Lecz ja nad gamy dawno postÄ…piÅ‚am,4
2359,To moÅ¼e i dobrze,4
2380,Po mojej Å›mierci poÅ‚owÄ™ majÄ…tku Teraz â€” dwadzieÅ›cia tysiÄ™cy talarÃ³w,4
2388,CebulÄ™,4
2398,ByÅ‚y bardzo poboÅ¼ne OprÃ³cz ciebie nikogo juÅ¼ nie mam na,4
2414,Ja nie dla ksiÄ™gi pisania idÄ™ ale Å¼eby speÅ‚niÄ‡ to,4
2463,Czyli mam naprawiÄ‡ telewizor,4
2483,A polonez wystarczy,4
2493,Co pani robi,4
2501,Czy serweta nie jest jeszcze gotowa,4
2510,TeÅ¼ pierwsze sÅ‚yszÄ™ Ale caÅ‚kiem smaczne bardzo podobne do tych,4
2585,Lulu â€“ kochanie moje,4
2611,Bardzo Zaczyna siÄ™ nowe Å¼ycie mamo,4
2615,Regina zrobiÅ‚aby to Ona byÅ‚a tak niesÅ‚ychanie lekkomyÅ›lnÄ… a przytem,4
2624,Ely i Ryszmond wiÄ™cej miÄ™ obchodzÄ… NiÅ¼ Buckinghama moc szybko,4
2654,Nigdy Kobiety sÅ‚odszej nie widziaÅ‚em MÃ³wiono Å¼eÅ› jest zÅ‚a dzika,4
2661,I temu panu Å›ni siÄ™ juÅ¼ jego przyszÅ‚y biograf badajÄ…cy,4
2662,A kawa Dyrektor macha rÄ™kÄ… i wychodzi Maszynistka wzrusza ramionami,4
2667,â€žWyobraÅºnia to pierwszy stopieÅ„ do piekÅ‚aâ€ Cholera jak siÄ™ w,4
2692,SprzÄ™ty majÄ…tek i mÄ… dobrÄ… sÅ‚awÄ™ Za to miÄ™ tylko,4
2695,Masz osiemdziesiÄ…t lat,4
2703,Mam to generalnie w nosie IdÄ™ sobie dalej tworzyÄ‡ PÃ³ki,4
2717,A co robisz w tej knajpie,4
2721,Gracie,4
2748,Skulona przeraÅ¼ona i zdziwiona,4
2757,Daj mu siÅ‚Ä™ daj mu Ducha ÅšwiÄ™tego Panie Od nieprzyjaciÃ³Å‚,4
2767,AleÅ›my czekali,4
2779,JuÅ¼ mÃ³wiÅ‚em Trzeba ma poÅ›wiÄ™ciÄ‡ skoncentrowanÄ… uwagÄ™ Niech paÅ„stwo spojrzÄ…,4
2799,Czarami widzÄ™ pociÄ…gnÄ…Ä‡ mnie chcecie Niewiele trzeba Å¼ebym siÄ™ rozpÅ‚akaÅ‚,4
2823,PosumowaÅ‚am poprzednie krytyczne interpretacje tekstu i zaprezentowaÅ‚am wÅ‚asnÄ… Tym razem,4
2855,Ale co Jak mogÄ™ pani pomÃ³c,4
2931,Abgemacht SÅ‚uchaj po co ci tak duÅ¼o ksiÄ…Å¼ek,4
2933,BÅ‚ogosÅ‚awiony,4
2937,Bo mi nie sÄ… potrzebne naprawdÄ™ WidzÄ™ wszystko idealnie MoÅ¼emy,4
2959,Nie,4
2963,uzaleÅ¼niony od gier komputerowych w sam raz dla Ciebie,4
2979,Gdzie on jest Co,4
2993,NapiszÄ™ o tobie wiersz,4
3022,Å»e teÅ¼ wÅ‚adza moÅ¼e cierpieÄ‡ aÅ¼eby jawnie dziaÅ‚y siÄ™ podobne,4
3042,Na jeziorze jaka fala Ogromna,4
3049,Daj mi mÃ³j szlafrok,4
3137,Byle byÅ› mi tylko Åaskawy panie wstÄ™p do nich uÅ‚atwiÅ‚,4
3193,To proszÄ™ go zostawiÄ‡ â€“ A ten â€“ ten proszÄ™,4
3204,Patrz co siÄ™ tam dzieje Pada i pada Jeszcze takiej,4
3208,Przepraszam ale sama pani przed chwilÄ… powiedziaÅ‚aâ€¦,4
3222,Zdejmuje swojÄ… obrÄ…czkÄ™ i daje Carlowi,4
3229,Mysiu to ma byÄ‡ prezent dla babci nie dla Ciebie,4
3263,Dobrze dobrze ProszÄ™ jestem z paniÄ… I chcÄ™ powiedzieÄ‡ Å¼e,4
3318,Ludzie na Å›wiecie Co ja przeÅ¼yÄ‡ muszÄ™,4
3327,Jak uwaÅ¼asz Piotrusiu na kolacjÄ™ Opowiem panu jak mnie witano,4
3355,Ja teÅ¼ pÃ³jdÄ™ lecz musze nie daÄ‡ znaÄ‡ po sobie,4
3378,Na Å›mierÄ‡ Tym uÅ›ciskiem chciaÅ‚bym siÄ™ z tobÄ… poÅ‚Ä…czyÄ‡ na,4
3403,Jak mama nigdy nie robi lazani to teÅ¼ tak nie,4
3404,ChciaÅ‚abym Å¼ebyÅ› z takÄ… pasjÄ… jak o strzelbie mÃ³wiÅ‚ o,4
3405,Milcz zamilknij,4
3410,To teraz bez znaczenia â€“ Zaraz go zdejmÄ™,4
3416,JakÅ¼e moÅ¼ecie mÃ³wiÄ‡ o zarazie PrzecieÅ¼ to nawrÃ³cenie do Chrystusa,4
3432,Nie nie dziÄ™kujÄ™ kochanie Wszystko byÅ‚o bardzo pyszne ale dosyÄ‡,4
3476,Zgadzam siÄ™,4
3478,KadrowÄ… wywalajÄ…â€¦,4
3514,Nie lepiej niech pani mi coÅ› opowie,4
3525,Wszystko rozumiem Ty zawsze uwaÅ¼asz Å¼e ja nic nie rozumiem,4
3528,Nic nie mÃ³wiÅ‚eÅ› Dlaczego,4
3555,WciÄ…Å¼ mi nie odpowiedziaÅ‚eÅ› Dlaczego ja Dlaczego mnie zabiÅ‚eÅ›,4
3581,Oliwka kiedy byÅ‚am w Twoim wieku rodzice teÅ¼ nie pozwalali,4
3592,czwarty poziom jest ostatnim z poziomÃ³w gry Jest rÃ³wnieÅ¼ dla,4
3638,Åa Nikt nie zobaczy,4
3659,Z kwietnia zeszÅ‚ego roku W sam raz nie dla mnie,4
3669,DuÅ¼o do skubania jej nie zostawiÅ‚aÅ›,4
3682,CzyÅ¼ panie nie zapominacie o tym Å»e ziemia gwiazdÄ… jest,4
3699,ProszÄ™ pani jestem bardzo gÅ‚odny Od kilku dni nic nie,4
3722,A stary siedzi i patrzy,4
3737,HaÅ„ba wam boÅ›cie wyczerpali mojÄ…,4
3759,Ccco znaczy ppprawidÅ‚owo,4
3761,Sama widziaÅ‚am Bierz siÄ™ do czytania,4
3771,Corticelli,4
3778,Nie uciekÅ‚am Marto WysÅ‚ano mnie prawda,4
3791,Goryczewo teÅ¼ Halo haloo Mirku jak mnie sÅ‚yszysz,4
3792,Co ci zaleÅœy Daj mi jego ubranie,4
3798,ok mamy to dziÄ™ki na ucho Kamila chce juÅ¼ wychodziÄ‡,4
3805,MuszÄ™ zaÅ‚oÅ¼yÄ‡ okulary,4
3806,Jaka jest nadzieja Jego powrotu do zdrowia,4
3810,Za takie szczÄ™Å›cie jak byÄ‡ pisarkÄ… albo aktorkÄ… zniosÅ‚abym nÄ™dzÄ™,4
3816,Biedny maÅ‚y kwiatku bez Å›wiatÅ‚a powietrza,4
3817,WedÅ‚ug instrukcji podanioÅ‚,4
3840,Okropne,4
3851,Jest pani kuzynkÄ… ciotki Zofii,4
3857,DÅ‚ugoÅ› tam bawiÅ‚,4
3895,Tak jest czyniÄ™ to z caÅ‚ego serca Daruj mi Å¼em,4
3913,CaÅ‚uje mnie po stopach â€“ ProszÄ™ idÅº,4
3915,Nic wielkiego siÄ™ nie dzieje,4
3971,Niech jedna drugÄ… uciÄ…Ä‡ mi pomoÅ¼e,4
3981,SÅ‚yszeliÅ›cie o Joshu ChciaÅ‚ siÄ™ zabiÄ‡ ale sknociÅ‚,4
3983,Piotrze Piotrze,4
3988,Hejo,4
4000,ZrobiÄ™ wszystko co bÄ™dzie konieczne,4
4021,Dlaczego pani wstaÅ‚a Lekarz powiedziaÅ‚ Å¼e powinna pani dzisiaj zostaÄ‡,4
4045,W Å›rodku pÅ‚ywa â€“ krew,4
4056,W Å¼yciu wszystko jest moÅ¼liwe mÃ³j synu gdy pÃ³jdziesz do,4
4103,Wiem â€“ Poruszam siÄ™ z gracjÄ…,4
4106,Adieu â€“,4
4108,CzyÅ¼ pani nie widzi Å¼e to trup Teraz zrobimy tournÃ©e,4
4111,Owszem,4
4113,Nie wiem wiem tylko Å¼e jest cesarzowÄ… Czy w tym,4
4128,Åaskawy ksiÄ…Å¼Ä™ racz siÄ™ udaÄ‡ dalej Ja z mym kuzynem,4
4152,Bo bar to nie miejsce dla dorastajÄ…cej panienki A skoro,4
4198,Lubo siÄ™dziesz staniesz lubo siÄ™ poÅ‚oÅ¼ysz cokolwiek poczniesz,4
4223,Jak to,4
4231,A jednak widzÄ™ ciÄ™ przeklÄ™tego plantatora z Rio O â€”,4
4243,Kkkkocham ciÄ™ Co mmmam robiÄ‡,4
4245,W tej chwili sÅ‚uÅ¼Ä™ panu sekretarzowi,4
4258,Filutka Co A to dopiero To dopiero,4
4297,PÅ‚akaÅ‚am po nocach,4
4312,Przez takie jak pani to fachowa kadra musi siÄ™ Å‚apaÄ‡,4
4333,W ziemi intraty rocznej dwa tysiÄ…ce DÃ³br moich wartoÅ›Ä‡ tyle,4
4339,U duchownego u przyjaciela,4
4346,Tak,4
4362,ChciaÅ‚em ci pokazaÄ‡ moje ulubione zakÄ…tki Å›wiata,4
4408,Ona nie jest taka jak jÄ… sobie wyobraÅ¼aÅ‚am MyÅ›laÅ‚am Å¼e,4
4445,Uczciwie mÃ³wiÄ…c nie wiem bo cokolwiek zrobiÄ™ wszystko zawsze koÅ„czy,4
4448,PrzyprowadÅº konie,4
4487,Dobrze trudno niech pan mÃ³wi o co chodzi,4
4490,MÄ™Å¼a teÅ¼â€¦ ale nieco pÃ³Åºniej najpierw szukamâ€¦ drugiej osoby,4
4498,SÄ…dziÅ‚am Å¼eÅ› pan odgadÅ‚ gdzie siÄ™ wÃ³wczas zabÅ‚Ä…kaÅ‚o to co,4
4536,To pani sobie ze mnie Å¼artuje Pracuje pani niby w,4
4538,Co z tobÄ… Gerd ZnÃ³w masz atak migreny,4
4542,Poczekaj mam wraÅ¼enie Å¼e spadÅ‚em z trzeciego piÄ™tra Nie rozumiem,4
4553,WidziaÅ‚aÅ› jak ona taÅ„czy Jak Robert zobaczy takiego kaszalota na,4
4563,GÅ‚upia jestem Å¼e z gÅ‚upim w rozprawy siÄ™ wdaje PrzypÅ‚acisz,4
4575,PrzysiÄ™gam No nic widocznie przelatywaÅ‚y po prostu jakieÅ› modele samolotÃ³w,4
4581,Nie ja bÄ™dÄ™ udzielaÅ‚ wywiadÃ³w,4
4613,â€žBez biednej duszy biedne spoczywa tu ciaÅ‚o Niech mÃ³r dobije,4
4614,ZakÅ‚adaj idioto ZakÅ‚adaj draniu,4
4624,,4
4632,sÃ¡lat chajrÃºn min annaÃºm,4
4711,Ja sypiam dobrze WÅ‚aÅ›ciwie nie Å›piÄ™ bo i po co,4
4719,Ha,4
4756,Srogi morderco serce mi zabijasz Widok tyranii przesyciÅ‚ mi oczy,4
4774,Tak a ja zostanÄ™ prezydentem,4
4775,Nie ale do siebie samego do BÅ‚azna IdÅºmy,4
4780,Ale w tym domu on â€” ma matkÄ™ MÃ³j drogi,4
4786,No i co nie ma tam u was kobiet dis,4
4787,Nieeeâ€¦ naâ€¦ innÄ… kobietÄ™,4
4800,NÄ™dzne rÄ™ce twe jak u ducha bez koÅ›ci i miÄ™sa,4
4847,Chironie dowcip twÃ³j jeszcze za mÅ‚ody Rozum za tÄ™py aby,4
4867,IdÅº wreszcie sraÄ‡,4
4872,Przepraszam poniosÅ‚o mnie,4
4875,Tak,4
4985,Åšwietnie,4
4996,DozwÃ³l chwil kilka jeszcze a stanÄ™ siÄ™ godnÄ… ciebie,4
5029,Tam idzie jedna ktÃ³ra nie naleÅ¼y do wybraÅ„cÃ³w ProszÄ™ patrzeÄ‡,4
5031,Jestem przejÄ™ta caÅ‚Ä… tÄ… historiÄ… Å¼e sama tracÄ™ gÅ‚owÄ™ ale,4
5051,Elusiu pozwÃ³l Å¼e ci przedstawiÄ™ twoich dwÃ³ch nieznajomych wujÃ³w Oni,4
5075,TrafiÅ‚eÅ› go Tak â€” on Å¼aÅ‚uje Å¼e nie liznÄ…Å‚ tego,4
5158,Ani Å¼adnego z tych sÄ…dzÄ™ co Å¼yjÄ…,4
5161,To najprostszy taniec Å›wiata Stara siÄ™ z nim taÅ„czyÄ‡ nucÄ…c,4
5192,Kto on jest,4
5202,UmarÅ‚a A czemu druga maÅ‚pa spadÅ‚a z drzewa,4
5203,Ach cokolwiek Jest pewno w domu zimny poncz,4
5216,Pan coÅ› mÃ³wiÅ‚,4
5230,MoÅœe zwyczajnie siÄ™ znudziÅ‚ i poszedÅ‚ do domu,4
5236,Ten sÄ…siad,4
5260,Dlaczego tak mÃ³wisz,4
5267,Co siÄ™ to znaczy,4
5281,Masz mi siÄ™ nie przyda,4
5282,BretoÅ„skÄ… flotÄ™ rozproszyÅ‚a burza Ryszmond Å‚Ã³dÅº wysÅ‚aÅ‚ w Dorsetszajr do,4
5291,A to trzeba kupiÄ‡ Co siÄ™ samemu zrobi to najzdrowsze,4
5301,PodpalÄ™ ten szpital,4
5329,Ale dzisiaj mama dziwna,4
5350,DziÄ™ki mÃ³j bracie szlachetny trybunie,4
5354,MuszÄ™ wyjechaÄ‡ na staÅ‚e,4
5358,MogÄ™ oczywiÅ›cie Å¼e mogÄ™,4
5367,Mnie to mÃ³wisz,4
5372,Przepraszam,4
5392,Co Sylwia nie po prostu nie wiesz co faktycznie jesteÅ›,4
5412,GdybyÅ› miaÅ‚ rÄ™ce na zwiÄ…zanie stryczka,4
5418,O nie czyÅ„ tego nie czyÅ„ bo Å›wiat caÅ‚y powie,4
5419,Takâ€¦ to ma sens To tak jak z pokrewieÅ„stwem Gdyby,4
5436,SÅ‚ucham paniÄ…,4
5444,NajÅ‚adniejszem z jego strony jest to Å¼e powrÃ³ciÅ‚ na dÅ‚ugo,4
5449,Cicho Jak spiesznie przewraca stronice PomÃ³Å¼ jej Czego szukasz MamÅ¼e,4
5518,Ja tu widzÄ™ wielkie moÅ¼liwoÅ›ci,4
5544,Bardzo dobra,4
5565,Wydaj mnie policji â€“ DonieÅ› na mnie â€“ Wszystko jedno,4
5568,Mucha,4
5619,Aktorem jam i talent mam nie myÅ›lÄ™ wcale o pana,4
5644,Skoro mÃ³wisz o motywie to ty teÅ¼ go miaÅ‚aÅ› Czy,4
5655,SÄ… takimi samymi mÄ™Å¼czyznami jak ja,4
5670,Ale przynajmniej poznaÅ‚em kilka panienek,4
5682,Tak Masza bije mocniej,4
5699,Kobiety na lewo mÄ™Å¼czyÅºni na prawo,4
5702,Nic szczegÃ³lnego,4
5704,Nie Skoro sam nie powiedziaÅ‚ widocznie uznaÅ‚ Å¼e mam nie,4
5714,To prawda A juÅ¼ zupeÅ‚nÄ… zagadkÄ… jest dla mnie z,4
5716,On mnie kocha,4
5729,No idÅº,4
5733,BojÄ™ siÄ™,4
5859,Jak rozkazaÅ‚eÅ› panie,4
5873,Ach â€” nareszcie Czasami naprawdÄ™ Å›miaÄ‡ mi siÄ™ chce jak,4
5875,Nim w gÅ‚Ä™biach morza sÅ‚oÅ„ce siÄ™ zanurzy ZnajdÅº czego szukasz,4
5891,Monitorowanie,4
5893,ProszÄ™ mi wierzyÄ‡ Aniu proszÄ™ mi wierzyÄ‡ Nie mam jeszcze,4
5903,Jaki pan mÄ…dry Pietia,4
5931,Obywatelu Generale,4
5968,WidziaÅ‚am to tylko Å¼e twÃ³j ojciec byÅ‚ zÅ‚ananym czÅ‚owiekiem zanim,4
5974,ProszÄ™ pana proszÄ™ stÄ…d wyjÅ›Ä‡,4
5991,Co dziewka kiedy ksiÄ…dz na nogi powstaÅ‚,4
5998,Czy to szczÄ™Å›cie dla mnie,4
6000,Na szubienicÄ™ z tym nieuczciwym hultajem Nie potrafimy nigdy ukaraÄ‡,4
6008,Nawet kiedy jesteÅ› przy mnie,4
6021,Dla ciebie jest duÅ¼o ogÅ‚oszeÅ„,4
6024,I co byÅ‚o potem,4
6028,KOM KtÃ³Å¼ jesteÅ› Co ty moÅ¼esz mieÄ‡ do mnie,4
6059,Po prostu byÅ‚am pewna Å¼e mam talent,4
6062,WOJCIECH WÄ˜GORZEWSKIJesteÅ› kapitalny chÅ‚opak Leon LubiÄ™ ciÄ™ i zawsze ciÄ™,4
6073,ProszÄ™ siÄ™ nie spieszyÄ‡ Pan i dyrektor wychodzÄ… obejmujÄ…c siÄ™,4
6155,Pragmatycy Ale bajer Nie wierzycie w nic Niczemu I nikomu,4
6159,RÄ…czka,4
6185,ProszÄ™ pytaÄ‡,4
6227,Jak ci siÄ™ podoba ten klejnot Apemancie,4
6228,Gdzie moje konie Daj mi dobrÄ… o nich wiadomoÅ›Ä‡ lumpacjo,4
6237,KsiÄ…Å¼Ä™ zmieniÅ‚ siÄ™ dyjametralnie Jest Å‚agodny Nadal podstÄ™pny ale Å‚agodny,4
6240,No wÅ‚aÅ›nie kto dziÅ› Å¼eni siÄ™ tak wczeÅ›nie Wtedy siÄ™,4
6258,A co ty wszystko sama robisz CÃ³rki jaÅ›nie panie nie,4
6288,Kto O kim Brat mÃ³wi,4
6325,Gdy wyjdzie zdala stÃ³j i czyÅ„ jak gdybyÅ› OlÅ›niona tÄ…,4
6382,A nie przeszkadza ciâ€¦ wieszâ€¦ nie te manieryâ€¦ i takie,4
6412,A pan mnie caÅ‚y czas osÄ…dza Nie ma pan pojÄ™cia,4
6413,Czekaj czekaj Czy ty oby na pewno jesteÅ› tym ktÃ³rego,4
6419,To nie nasz problem,4
6445,Zajebista chata â€“ kupa fajnych gratÃ³w â€“ Ale zimnem daje,4
6454,Biel jest prawdziwa,4
6460,Jest tak ciepÅ‚o Å¼e teÅ¼ bym tam wlazÅ‚ z przyjemnoÅ›ciÄ…,4
6467,Jakie kury,4
6468,Suka,4
6475,PaÅ„ski syn ma pomieszanie zmysÅ‚Ã³w poÅ‚Ä…czone z nadzwyczajnÄ… draÅ¼liwoÅ›ciÄ… nerwÃ³w,4
6523,JesteÅ› gÅ‚upia BoÅ¼e jaka ty jesteÅ› gÅ‚upia Cha cha,4
6539,MiaÅ‚am z wami porozmawiaÄ‡ miaÅ‚am to powiedzieÄ‡ Jouun nie chciaÅ‚a,4
6583,Czekaj Czekaj â€“ PrzecieÅ¼ zwykle teÅ¼ nie otwierasz drzwi na,4
6589,No czeÅ›Ä‡,4
6608,Co Pani wobec wszystkich byÄ‡ zelÅ¼onym I podle wszystko przebaczyÄ‡,4
6641,Two,4
6672,OddziaÅ‚uje wprost na system nerwowy Ingerencja jest caÅ‚kowicie bezpieczna i,4
6678,I ona doszÅ‚a do wniosku Å¼e my mamy romans MyÅ›li,4
6682,To twoja wina,4
6700,Tutaj jest jedzenie Robaczku,4
6701,JeÅ›li zaÅ› o mnie chodzi to bym radziÅ‚ wstÄ…piÄ‡ do,4
6758,Jeszcze nie przyjmujÄ…,4
